date,hour,minute,KRSP,UTSP,MPSG,USCG,UTFG
21,9,30,21,0,0,3,26
21,9,35,21,0,0,3,27
21,9,40,21,0,0,4,24
21,9,45,22,0,0,5,22
21,9,50,23,0,0,5,24
21,9,55,23,0,0,5,26
21,10,0,23,0,0,5,24
21,10,5,23,0,0,7,22
21,10,10,23,0,0,7,23
21,10,15,24,0,0,7,25
21,10,20,24,0,0,7,31
21,10,25,23,0,0,8,31
21,10,30,20,0,0,8,31
21,10,35,19,0,0,8,32
21,10,40,17,0,0,8,34
21,10,45,16,0,0,5,33
21,10,50,12,0,0,5,35
21,10,55,11,0,0,5,37
21,11,0,12,0,0,5,41
21,11,5,9,0,0,4,40
21,11,10,9,0,0,6,40
21,11,15,10,0,0,6,43
21,11,20,12,0,0,6,41
21,11,25,12,0,0,6,41
21,11,30,12,0,0,6,41
21,11,35,13,0,0,8,41
21,11,40,27,0,0,9,42
21,11,45,28,0,0,10,39
21,11,50,22,0,0,9,39
21,11,55,24,0,0,9,40
21,12,0,22,0,0,8,43
21,12,5,21,0,0,7,44
21,12,10,13,0,0,6,48
21,12,15,14,0,0,7,47
21,12,20,15,0,0,6,49
21,12,25,15,0,0,6,48
21,12,30,15,0,0,2,48
21,12,35,15,0,0,3,51
21,12,40,16,0,0,5,50
21,12,45,16,0,0,5,48
21,12,50,15,0,0,5,45
21,12,55,15,0,0,5,42
21,13,0,15,0,0,4,39
21,13,5,15,0,0,4,28
21,13,10,17,0,0,5,27
21,13,15,15,0,0,6,25
21,13,20,15,0,0,6,29
21,13,25,14,0,0,9,29
21,13,30,14,0,0,14,29
21,13,35,16,0,0,14,29
21,13,40,17,0,0,15,28
21,13,45,19,0,0,17,29
21,13,50,16,0,0,23,32
21,13,55,16,0,0,23,33
21,14,0,16,0,0,23,34
21,14,5,16,0,0,24,35
21,14,10,17,0,0,23,37
21,14,15,18,0,0,23,39
21,14,20,18,0,0,21,43
21,14,25,17,0,0,19,44
21,14,30,17,0,0,19,43
21,14,35,17,0,0,20,43
21,14,40,17,0,0,21,45
21,14,45,19,0,0,22,45
21,14,50,21,0,0,22,44
21,14,55,23,0,0,21,43
21,15,0,22,0,0,21,42
21,15,5,22,0,0,20,43
21,15,10,22,0,0,8,41
21,15,15,25,0,0,7,42
21,15,20,27,0,0,8,41
21,15,25,27,0,0,8,41
21,15,30,27,0,0,8,42
21,15,35,27,0,0,9,44
21,15,40,27,0,0,7,44
21,15,45,27,0,0,7,45
21,15,50,29,0,0,8,43
21,15,55,29,0,0,8,40
21,16,0,38,0,0,8,38
21,16,5,40,0,0,10,39
21,16,10,40,0,0,9,40
21,16,15,43,0,0,7,40
21,16,20,44,0,0,8,42
21,16,25,46,0,0,10,44
21,16,30,48,0,0,11,48
21,16,35,50,0,0,12,51
21,16,40,51,0,0,12,56
21,16,45,53,0,0,13,57
21,16,50,55,0,0,13,54
21,16,55,56,0,0,13,51
21,17,0,61,0,0,12,50
21,17,5,59,0,0,12,55
21,17,10,64,0,0,11,56
21,17,15,62,0,0,8,56
21,17,20,67,0,0,8,59
21,17,25,68,0,0,9,58
21,17,30,67,0,0,9,57
21,17,35,69,0,0,8,58
21,17,40,69,0,0,9,60
21,17,45,75,0,0,11,58
21,17,50,70,0,0,12,55
21,17,55,71,0,0,11,56
21,18,0,69,0,0,10,57
21,18,5,65,0,0,10,55
21,18,10,64,0,0,9,55
21,18,15,64,0,0,8,58
21,18,20,63,0,0,8,59
21,18,25,56,0,0,9,57
21,18,30,51,0,0,7,57
21,18,35,49,0,0,5,59
21,18,40,47,0,0,6,58
21,18,45,44,0,0,5,55
21,18,50,41,0,0,4,53
21,18,55,40,0,0,3,52
21,19,0,30,0,0,2,57
21,19,5,28,0,0,1,57
21,19,10,27,0,0,1,58
21,19,15,24,0,0,1,58
21,19,20,21,0,0,1,58
21,19,25,19,0,0,1,57
21,19,30,19,0,0,1,52
21,19,35,19,0,0,1,51
21,19,40,19,0,0,1,49
21,19,45,19,0,0,1,46
21,19,50,19,0,0,1,44
21,19,55,19,0,0,1,46
21,20,0,19,0,0,1,48
21,20,5,19,0,0,1,47
21,20,10,19,0,0,1,47
21,20,15,19,0,0,1,48
21,20,20,19,0,0,1,52
21,20,25,19,0,0,1,55
21,20,30,19,0,0,1,59
21,20,35,19,0,0,1,62
21,20,40,19,0,0,1,64
21,20,45,19,0,0,1,64
21,20,50,19,0,0,1,65
21,20,55,19,0,0,1,62
21,21,0,19,0,0,1,65
21,21,5,19,0,0,1,63
21,21,10,19,0,0,1,63
21,21,15,19,0,0,1,62
21,21,20,19,0,0,1,61
21,21,25,19,0,0,1,64
21,21,30,19,0,0,1,63
21,21,35,19,0,0,1,63
21,21,40,19,0,0,1,62
21,21,45,19,0,0,1,59
21,21,50,19,0,0,1,59
21,21,55,19,0,0,1,50
21,22,0,19,0,0,1,41
23,7,2,0,0,0,0,3
23,7,5,0,0,0,0,4
23,7,10,0,0,0,0,7
23,7,15,0,0,0,0,9
23,7,20,0,0,0,0,10
23,7,25,0,0,0,0,13
23,7,30,0,1,0,0,14
23,7,35,2,1,0,0,14
23,7,40,5,1,0,0,14
23,7,45,5,1,0,0,14
23,7,50,7,1,0,0,18
23,7,55,7,1,0,0,20
23,8,0,7,1,0,0,21
23,8,5,7,1,0,0,25
23,8,10,7,1,0,0,29
23,8,15,7,1,0,0,27
23,8,20,7,1,0,0,28
23,8,25,7,1,0,0,29
23,8,30,7,1,0,0,28
23,8,35,6,1,0,0,25
23,8,40,6,1,0,0,25
23,8,45,5,1,0,0,26
23,8,50,8,1,0,0,27
23,8,55,6,1,0,0,32
23,9,0,6,1,0,1,30
23,9,5,7,1,0,2,32
23,9,10,6,1,0,2,32
23,9,15,6,1,0,3,31
23,9,20,6,1,0,3,33
23,9,25,5,1,0,3,32
23,9,30,6,1,0,3,29
23,9,35,6,1,0,6,29
23,9,40,5,1,0,6,29
23,9,45,5,1,0,6,29
23,9,50,5,1,0,6,29
23,9,55,5,1,0,5,29
23,10,0,5,1,0,5,29
23,10,5,6,1,0,5,29
23,10,10,6,1,0,6,31
23,10,15,7,1,0,7,30
23,10,20,6,1,0,8,30
23,10,25,6,1,0,7,28
23,10,30,7,1,0,8,28
23,10,35,8,1,0,8,29
23,10,40,8,1,0,8,28
23,10,45,9,1,0,8,27
23,10,50,9,1,0,8,26
23,10,55,9,1,0,6,29
23,11,0,10,1,0,6,28
23,11,5,11,1,7,6,29
23,11,10,11,1,7,6,28
23,11,15,10,1,8,5,30
23,11,20,11,1,8,5,29
23,11,25,11,1,8,6,33
23,11,30,11,1,11,6,34
23,11,35,11,1,11,6,35
23,11,40,11,1,11,5,36
23,11,45,11,1,11,5,38
23,11,50,9,1,11,6,37
23,11,55,11,1,11,6,41
23,12,0,12,1,9,5,39
23,12,5,10,1,9,7,36
23,12,10,10,1,9,6,35
23,12,15,10,1,9,5,33
23,12,20,10,1,10,5,34
23,12,25,11,1,8,5,35
23,12,30,13,1,9,5,36
23,12,35,15,1,7,5,42
23,12,40,15,1,7,4,40
23,12,45,14,1,8,4,40
23,12,50,14,1,8,4,38
23,12,55,15,1,8,4,39
23,13,0,18,1,6,6,40
23,13,5,18,1,7,5,38
23,13,10,17,1,8,6,36
23,13,15,17,1,7,7,35
23,13,20,17,1,10,7,36
23,13,25,18,1,10,7,38
23,13,30,16,1,10,6,37
23,13,35,16,1,17,6,36
23,13,40,16,1,19,6,34
23,13,45,16,1,21,7,34
23,13,50,16,1,22,6,36
23,13,55,16,1,23,6,32
23,14,0,16,1,23,7,32
23,14,5,16,1,25,7,33
23,14,10,16,1,24,8,35
23,14,15,16,1,24,7,35
23,14,20,15,1,24,8,41
23,14,25,15,1,23,10,39
23,14,30,16,1,23,9,39
23,14,35,16,1,23,9,39
23,14,40,17,1,24,9,40
23,14,45,17,1,20,7,42
23,14,50,20,1,19,6,42
23,14,55,24,1,16,8,45
23,15,0,24,1,13,10,45
23,15,5,33,1,9,11,46
23,15,10,33,1,5,9,46
23,15,15,35,1,2,13,48
23,15,20,36,1,2,12,49
23,15,25,35,1,2,12,49
23,15,30,36,1,2,10,52
23,15,35,37,1,3,12,57
23,15,40,36,1,4,12,54
23,15,45,33,1,5,14,57
23,15,50,33,1,7,13,60
23,15,55,32,1,7,13,60
23,16,0,33,1,8,15,52
23,16,5,30,1,7,15,51
23,16,10,30,1,9,16,50
23,16,15,32,1,9,15,50
23,16,20,38,1,10,15,50
23,16,25,41,1,11,15,46
23,16,30,40,1,13,16,50
23,16,35,40,1,20,15,50
23,16,40,40,1,20,13,50
23,16,45,43,1,20,11,53
23,16,50,39,1,20,14,52
23,16,55,40,1,20,14,51
23,17,0,41,1,21,15,53
23,17,5,43,1,23,14,51
23,17,10,43,1,23,13,55
23,17,15,42,1,23,15,56
23,17,20,42,1,22,14,64
23,17,25,41,1,22,16,64
23,17,30,41,1,19,17,68
23,17,35,51,1,18,21,72
23,17,40,58,1,18,19,77
23,17,45,60,1,16,16,76
23,17,50,65,1,22,18,80
23,17,55,63,1,22,13,84
23,18,0,63,1,23,14,84
23,18,5,65,1,23,15,88
23,18,10,63,1,23,15,84
23,18,15,63,1,26,16,80
23,18,20,66,1,30,19,83
23,18,25,62,1,30,22,79
23,18,30,65,1,32,23,82
23,18,35,65,1,33,29,74
23,18,40,66,1,36,30,77
23,18,45,67,1,35,28,80
23,18,50,58,1,33,28,85
23,18,55,62,1,28,31,83
23,19,0,70,1,25,29,87
23,19,5,70,1,26,30,90
23,19,10,73,1,26,30,90
23,19,15,80,1,24,27,87
23,19,20,86,1,23,27,83
23,19,25,87,1,19,25,79
23,19,30,82,1,20,22,79
23,19,35,75,1,16,22,81
23,19,40,77,1,14,23,76
23,19,45,76,1,10,27,80
23,19,50,79,1,8,27,79
23,19,55,82,1,6,28,76
23,20,0,82,1,1,24,75
23,20,5,85,1,1,24,73
23,20,10,83,1,1,23,74
23,20,15,81,1,1,14,77
23,20,20,79,1,1,14,80
23,20,25,76,1,1,14,78
23,20,30,73,1,1,14,78
23,20,35,70,1,1,15,81
23,20,40,64,1,1,13,83
23,20,45,64,1,1,12,79
23,20,50,48,1,1,11,78
23,20,55,44,1,1,8,84
23,21,0,32,1,1,3,86
23,21,5,29,1,1,0,86
23,21,10,20,1,1,0,83
23,21,15,13,1,1,0,83
23,21,20,8,1,1,0,82
23,21,25,8,1,1,0,83
23,21,30,8,1,1,0,77
23,21,35,8,1,1,0,71
23,21,40,8,1,1,0,62
23,21,45,8,1,1,0,58
23,21,50,8,1,1,0,54
23,21,55,8,1,1,0,48
23,22,0,8,1,1,0,39
24,7,19,0,0,0,0,15
24,7,19,0,0,0,0,15
24,7,19,0,0,0,0,15
24,7,19,0,0,0,0,15
24,7,19,0,0,0,0,15
24,7,20,0,0,0,0,15
24,7,25,0,0,0,0,16
24,7,30,0,0,0,0,20
24,7,35,2,0,0,0,20
24,7,40,3,0,0,0,21
24,7,45,5,0,0,0,23
24,7,50,7,0,0,0,22
24,7,55,12,0,0,0,24
24,8,0,12,0,0,0,24
24,8,5,13,0,0,0,26
24,8,10,13,0,0,0,28
24,8,15,14,0,0,0,30
24,8,20,14,0,0,0,34
24,8,25,13,0,0,0,34
24,8,30,13,0,0,0,33
24,8,35,13,0,0,0,35
24,8,40,13,0,0,0,37
24,8,45,11,0,0,0,37
24,8,50,10,0,0,0,38
24,8,55,7,0,0,0,37
24,9,0,8,0,0,0,38
24,9,5,10,0,0,2,37
24,9,10,11,0,0,3,38
24,9,15,10,0,0,3,36
24,9,20,6,0,0,4,35
24,9,25,5,0,0,4,37
24,9,30,5,0,0,4,33
24,9,35,6,0,0,6,34
24,9,40,6,0,0,6,31
24,9,45,6,0,0,5,31
24,9,50,6,0,0,5,30
24,9,55,5,0,0,5,28
24,10,0,5,0,0,5,31
24,10,5,6,0,0,5,29
24,10,10,5,0,0,4,29
24,10,15,5,0,0,4,32
24,10,20,5,0,0,5,30
24,10,25,5,0,0,6,29
24,10,30,5,0,0,6,30
24,10,35,5,0,0,8,31
24,10,40,5,0,0,8,29
24,10,45,4,0,0,7,30
24,10,50,6,0,0,9,27
24,10,55,6,0,0,7,29
24,11,0,8,0,0,7,29
24,11,5,8,0,2,7,31
24,11,10,8,0,2,6,35
24,11,15,8,0,3,6,36
24,11,20,9,0,3,7,32
24,11,25,9,0,4,6,34
24,11,30,9,0,5,5,32
24,11,35,8,0,7,9,35
24,11,40,6,0,7,10,35
24,11,45,5,0,8,11,36
24,11,50,5,0,8,11,36
24,11,55,5,0,9,12,39
24,12,0,6,0,9,13,40
24,12,5,6,0,10,11,40
24,12,10,7,0,11,11,38
24,12,15,7,0,12,10,37
24,12,20,7,0,13,11,36
24,12,25,8,0,13,8,35
24,12,30,8,0,13,8,37
24,12,35,9,0,12,8,38
24,12,40,10,0,10,7,38
24,12,45,9,0,10,7,35
24,12,50,9,0,10,7,35
24,12,55,9,0,9,7,34
24,13,0,7,0,9,6,34
24,13,5,6,0,9,5,31
24,13,10,6,0,10,5,31
24,13,15,6,0,10,4,24
24,13,20,4,0,9,4,21
24,13,25,4,0,10,4,22
24,13,30,4,0,10,5,21
24,13,35,6,0,10,8,27
24,13,40,6,0,10,9,25
24,13,45,9,0,8,9,26
24,13,50,9,0,8,11,26
24,13,55,9,0,8,11,26
24,14,0,9,0,9,11,27
24,14,5,9,0,9,11,30
24,14,10,9,0,6,10,33
24,14,15,8,0,7,11,32
24,14,20,8,0,9,11,31
24,14,25,7,0,10,10,30
24,14,30,8,0,9,11,28
24,14,35,6,0,8,9,27
24,14,40,6,0,7,8,27
24,14,45,6,0,7,7,27
24,14,50,6,0,6,7,29
24,14,55,6,0,6,7,29
24,15,0,6,0,6,6,33
24,15,5,6,0,8,6,31
24,15,10,4,0,8,5,28
24,15,15,4,0,6,6,27
24,15,20,4,0,6,6,28
24,15,25,5,0,8,5,30
24,15,30,5,0,7,6,29
24,15,35,6,0,6,6,29
24,15,40,5,0,6,7,31
24,15,45,4,0,7,5,37
24,15,50,6,0,8,6,39
24,15,55,7,0,11,6,40
24,16,0,9,0,12,8,41
24,16,5,13,0,12,11,40
24,16,10,13,0,12,11,40
24,16,15,14,0,13,10,43
24,16,20,15,0,13,9,49
24,16,25,18,0,16,8,52
24,16,30,23,0,16,11,52
24,16,35,23,0,18,11,55
24,16,40,27,0,17,13,56
24,16,45,27,0,25,14,59
24,16,50,31,0,25,13,61
24,16,55,34,0,24,12,64
24,17,0,37,0,28,11,65
24,17,5,43,0,29,16,59
24,17,10,41,0,30,16,61
24,17,15,42,0,32,16,62
24,17,20,42,0,23,17,68
24,17,25,39,0,21,21,71
24,17,30,40,0,20,22,70
24,17,35,39,0,18,25,71
24,17,40,37,0,17,19,72
24,17,45,38,0,16,21,80
24,17,50,43,0,13,19,82
24,17,55,43,0,12,13,85
24,18,0,49,0,15,12,89
24,18,5,53,0,16,13,89
24,18,10,52,0,16,13,85
24,18,15,52,0,16,12,91
24,18,20,47,0,16,9,91
24,18,25,46,0,21,15,91
24,18,30,47,0,19,14,88
24,18,35,50,0,24,16,88
24,18,40,55,0,21,17,93
24,18,45,56,0,20,16,95
24,18,50,56,0,21,19,95
24,18,55,58,0,24,17,96
24,19,0,57,0,25,19,94
24,19,5,58,0,25,18,86
24,19,10,58,0,24,20,75
24,19,15,55,0,24,20,77
24,19,20,56,0,21,21,72
24,19,25,52,0,21,21,74
24,19,30,50,0,20,24,77
24,19,35,48,0,22,22,76
24,19,40,47,0,19,18,77
24,19,45,46,0,17,15,79
24,19,50,46,0,14,14,74
24,19,55,46,0,10,19,69
24,20,0,47,0,10,19,71
24,20,5,51,0,1,14,74
24,20,10,50,0,1,14,74
24,20,15,50,0,1,14,80
24,20,20,49,0,1,14,82
24,20,25,49,0,1,13,78
24,20,30,43,0,1,17,73
24,20,35,43,0,1,20,73
24,20,40,42,0,1,19,85
24,20,45,39,0,1,17,87
24,20,50,36,0,1,14,83
24,20,55,31,0,1,13,86
24,21,0,28,0,1,9,91
24,21,5,21,0,1,1,92
24,21,10,21,0,1,1,91
24,21,15,21,0,1,1,93
24,21,20,7,0,1,1,89
24,21,25,7,0,1,1,90
24,21,30,7,0,1,1,86
24,21,35,7,0,1,1,84
24,21,40,7,0,1,1,79
24,21,45,7,0,1,1,75
24,21,50,7,0,1,1,72
24,21,55,7,0,1,1,65
24,22,0,7,0,1,1,51
25,7,0,0,0,0,0,0
25,7,5,0,0,0,0,5
25,7,10,0,0,0,0,12
25,7,15,0,0,0,0,13
25,7,20,0,0,0,0,14
25,7,25,0,0,0,0,20
25,7,30,0,0,0,0,22
25,7,35,3,0,0,0,22
25,7,40,4,0,0,0,25
25,7,45,4,0,0,0,26
25,7,50,4,0,0,0,23
25,7,55,6,0,0,0,27
25,8,0,6,0,0,0,28
25,8,5,6,0,0,0,28
25,8,10,7,0,0,0,30
25,8,15,8,0,0,0,32
25,8,20,8,0,0,0,33
25,8,25,8,0,0,0,31
25,8,30,7,0,0,0,32
25,8,35,7,0,0,0,31
25,8,40,7,0,0,0,30
25,8,45,8,0,0,0,31
25,8,50,8,0,0,0,33
25,8,55,9,0,0,0,33
25,9,0,11,0,0,0,32
25,9,5,13,0,0,4,32
25,9,10,15,0,0,5,32
25,9,15,14,0,0,5,33
25,9,20,13,0,0,5,30
25,9,25,13,0,0,5,28
25,9,30,14,0,0,7,25
25,9,35,14,0,0,8,22
25,9,40,13,0,0,8,15
25,9,45,13,0,0,8,15
25,9,50,12,0,0,8,15
25,9,55,10,0,0,8,20
25,10,0,8,0,0,7,23
25,10,5,7,0,0,8,26
25,10,10,7,0,0,7,30
25,10,15,7,0,0,11,31
25,10,20,6,0,0,11,35
25,10,25,6,0,0,11,35
25,10,30,6,0,0,13,38
25,10,35,6,0,0,10,43
25,10,40,6,0,0,11,45
25,10,45,6,0,0,12,44
25,10,50,6,0,0,11,45
25,10,55,6,0,0,12,43
25,11,0,7,0,0,12,45
25,11,5,6,0,4,10,46
25,11,10,6,0,9,10,45
25,11,15,6,0,11,9,46
25,11,20,6,0,11,8,44
25,11,25,5,0,12,8,40
