date,hour,minute,KRSP,UTSP,MPSG,USCG,UTFG
25,11,30,4,0,12,6,43
25,11,35,4,0,12,6,41
25,11,40,4,0,12,6,39
25,11,45,3,0,15,5,39
25,11,50,3,0,18,5,39
25,11,55,3,0,20,5,38
25,12,0,12,0,21,5,37
25,12,5,13,0,22,5,33
25,12,10,13,0,16,5,32
25,12,15,13,0,16,4,32
25,12,20,13,0,15,3,28
25,12,25,13,0,13,3,25
25,12,30,13,0,12,3,25
25,12,35,14,0,12,4,24
25,12,40,15,0,10,4,23
25,12,45,15,0,9,6,24
25,12,50,15,0,9,6,24
25,12,55,15,0,10,6,25
25,13,0,15,0,10,8,26
25,13,5,14,0,10,8,28
25,13,10,14,0,10,9,28
25,13,15,14,0,8,10,27
25,13,20,15,0,4,11,29
25,13,25,15,0,4,10,31
25,13,30,15,0,3,9,30
25,13,35,15,0,4,8,31
25,13,40,12,0,4,10,33
25,13,45,6,0,6,10,33
25,13,50,3,0,7,10,35
25,13,55,3,0,7,8,34
25,14,0,3,0,7,8,34
25,14,5,3,0,8,7,35
25,14,10,3,0,7,6,37
25,14,15,3,0,8,7,42
25,14,20,3,0,9,9,42
25,14,25,4,0,9,9,44
25,14,30,4,0,9,9,44
25,14,35,4,0,9,10,44
25,14,40,3,0,12,10,46
25,14,45,3,0,9,8,49
25,14,50,3,0,9,6,45
25,14,55,3,0,9,5,48
25,15,0,4,0,8,5,51
25,15,5,7,0,9,8,50
25,15,10,7,0,9,8,51
25,15,15,8,0,9,7,50
25,15,20,9,0,10,7,54
25,15,25,8,0,13,7,50
25,15,30,10,0,14,7,50
25,15,35,9,0,13,6,46
25,15,40,10,0,13,6,48
25,15,45,10,0,13,7,51
25,15,50,11,0,15,7,53
25,15,55,14,0,15,9,52
25,16,0,14,0,14,5,55
25,16,5,14,0,14,5,57
25,16,10,16,0,21,5,57
25,16,15,13,0,21,6,58
25,16,20,19,0,23,7,59
25,16,25,24,0,24,8,58
25,16,30,25,0,28,10,59
25,16,35,33,0,25,12,61
25,16,40,33,0,27,13,58
25,16,45,36,0,26,13,62
25,16,50,38,0,27,14,63
25,16,55,44,0,28,14,61
25,17,0,51,0,30,13,61
25,17,5,59,0,28,13,64
25,17,10,61,0,28,14,64
25,17,15,59,0,26,15,63
25,17,20,61,0,31,16,66
25,17,25,60,0,33,15,67
25,17,30,57,0,33,15,68
25,17,35,58,0,30,15,70
25,17,40,63,0,29,10,72
25,17,45,62,0,31,7,70
25,17,50,55,0,30,7,70
25,17,55,55,0,30,8,70
25,18,0,58,0,30,12,67
25,18,5,59,0,32,12,67
25,18,10,59,0,24,12,65
25,18,15,50,0,23,12,65
25,18,20,47,1,22,14,67
25,18,25,54,1,23,16,72
25,18,30,53,1,26,19,76
25,18,35,55,1,24,25,77
25,18,40,55,1,27,26,76
25,18,45,58,1,26,25,82
25,18,50,64,1,25,25,83
25,18,55,67,1,29,23,84
25,19,0,68,1,31,21,86
25,19,5,66,1,31,19,85
25,19,10,73,1,30,20,83
25,19,15,72,1,31,18,86
25,19,20,62,1,30,19,85
25,19,25,63,1,30,18,89
25,19,30,63,1,29,17,89
25,19,35,62,1,26,15,82
25,19,40,63,1,24,17,80
25,19,45,68,1,24,14,76
25,19,50,68,1,19,11,75
25,19,55,71,1,16,9,77
25,20,0,72,1,3,10,72
25,20,5,73,1,3,9,74
25,20,10,74,1,3,8,74
25,20,15,73,1,3,10,81
25,20,20,73,1,3,9,80
25,20,25,72,1,3,8,79
25,20,30,67,1,3,8,81
25,20,35,65,1,3,8,82
25,20,40,65,1,3,8,85
25,20,45,65,1,3,8,86
25,20,50,64,1,3,6,87
25,20,55,52,1,3,4,86
25,21,0,46,1,3,1,82
25,21,5,36,1,3,1,84
25,21,10,31,1,3,1,84
25,21,15,28,1,3,1,82
25,21,20,7,1,3,1,81
25,21,25,6,1,3,1,81
25,21,30,6,1,3,1,75
25,21,35,6,1,3,1,75
25,21,40,6,1,3,1,71
25,21,45,6,1,3,1,68
25,21,50,6,1,3,1,67
25,21,55,6,1,3,1,54
25,22,0,6,1,3,1,45
26,7,0,0,0,0,0,2
26,7,5,0,0,0,0,6
26,7,10,0,0,0,0,11
26,7,15,0,0,0,0,17
26,7,20,0,0,0,0,18
26,7,25,0,0,0,0,20
26,7,30,0,0,0,0,21
26,7,35,3,0,0,0,22
26,7,40,3,0,0,0,24
26,7,45,4,0,0,0,25
26,7,50,4,0,0,0,27
26,7,55,5,0,0,0,30
26,8,0,5,0,0,0,28
26,8,5,7,0,0,0,28
26,8,10,7,0,0,0,23
26,8,15,7,0,0,0,26
26,8,20,7,0,0,0,28
26,8,25,6,0,0,0,28
26,8,30,6,0,0,0,29
26,8,35,6,0,0,0,28
26,8,40,4,0,0,0,26
26,8,45,5,0,0,0,26
26,8,50,5,0,0,0,26
26,8,55,5,0,0,0,28
26,9,0,5,0,0,0,25
26,9,5,4,0,0,0,26
26,9,10,3,0,0,0,26
26,9,15,2,0,0,1,22
26,9,20,1,0,0,1,23
26,9,25,1,0,0,1,22
26,9,30,1,0,0,1,24
26,9,35,1,0,0,1,27
26,9,40,1,0,0,2,24
26,9,45,1,0,0,2,18
26,9,50,1,0,0,3,18
26,9,55,1,0,0,3,22
26,10,0,2,0,0,3,20
26,10,5,2,0,0,4,20
26,10,10,2,0,0,5,21
26,10,15,2,0,0,5,26
26,10,20,2,0,0,5,29
26,10,25,3,0,0,6,33
26,10,30,3,0,0,6,33
26,10,35,3,0,0,6,38
26,10,40,3,0,0,6,36
26,10,45,4,0,0,6,33
26,10,50,6,0,0,6,34
26,10,55,7,0,0,6,38
26,11,0,8,0,0,6,38
26,11,5,7,0,5,7,39
26,11,10,6,0,5,6,44
26,11,15,7,0,5,6,43
26,11,20,7,0,6,5,38
26,11,25,7,0,7,5,37
26,11,30,7,0,9,6,38
26,11,35,7,0,9,6,37
26,11,40,5,0,10,7,35
26,11,45,5,0,10,7,31
26,11,50,5,0,10,6,30
26,11,55,5,0,11,6,27
26,12,0,7,0,8,7,23
26,12,5,7,0,8,7,20
26,12,10,5,0,11,8,21
26,12,15,4,0,11,7,22
26,12,20,4,0,10,9,22
26,12,25,6,0,10,9,23
26,12,30,8,0,10,9,25
26,12,35,9,0,11,8,24
26,12,40,9,0,11,9,21
26,12,45,6,0,10,9,19
26,12,50,6,0,10,9,19
26,12,55,7,0,7,11,19
26,13,0,7,0,6,9,19
26,13,5,6,0,6,10,18
26,13,10,6,0,6,10,17
26,13,15,6,0,6,10,17
26,13,20,6,0,6,9,19
26,13,25,3,0,6,6,18
26,13,30,2,0,5,5,17
26,13,35,1,0,3,5,16
26,13,40,1,0,3,5,14
26,13,45,1,0,2,5,13
26,13,50,1,0,2,5,14
26,13,55,1,0,3,5,13
26,14,0,1,0,3,5,14
26,14,5,1,0,3,5,15
26,14,10,1,0,3,5,15
26,14,15,2,0,3,5,18
26,14,20,2,0,2,5,21
26,14,25,2,0,2,5,21
26,14,30,2,0,2,5,22
26,14,35,2,0,3,5,22
26,14,40,2,0,3,5,23
26,14,45,2,0,3,7,23
26,14,50,2,0,3,7,23
26,14,55,5,0,2,9,23
26,15,0,4,0,3,9,23
26,15,5,6,0,3,10,23
26,15,10,6,0,3,11,27
26,15,15,8,0,6,12,25
26,15,20,9,0,5,12,25
26,15,25,9,0,6,12,24
26,15,30,13,0,6,13,25
26,15,35,14,0,5,12,26
26,15,40,15,0,5,12,26
26,15,45,14,0,5,12,30
26,15,50,14,0,5,12,34
26,15,55,15,0,4,12,36
26,16,0,15,0,6,13,35
26,16,5,14,0,8,12,37
26,16,10,22,0,8,13,37
26,16,15,28,0,8,13,38
26,16,20,28,0,9,13,40
26,16,25,29,0,12,13,40
26,16,30,31,0,12,15,42
26,16,35,34,0,12,14,41
26,16,40,35,0,12,15,40
26,16,45,39,0,12,16,37
26,16,50,40,0,15,17,38
26,16,55,38,0,18,16,42
26,17,0,37,0,19,17,46
26,17,5,35,0,19,16,44
26,17,10,39,0,19,17,48
26,17,15,36,0,20,18,50
26,17,20,39,0,22,20,51
26,17,25,40,0,26,21,55
26,17,30,42,0,28,20,57
26,17,35,41,0,28,23,57
26,17,40,41,0,23,23,62
26,17,45,42,0,24,22,61
26,17,50,37,0,23,22,61
26,17,55,39,0,23,21,61
26,18,0,44,0,26,21,62
26,18,5,37,0,23,19,58
26,18,10,34,0,23,17,58
26,18,15,36,0,24,20,57
26,18,20,37,0,23,24,62
26,18,25,41,0,24,24,58
26,18,30,45,0,22,20,58
26,18,35,46,0,24,20,59
26,18,40,53,0,24,21,57
26,18,45,54,0,24,21,56
26,18,50,52,0,27,22,58
26,18,55,52,0,22,23,58
26,19,0,54,0,18,23,65
26,19,5,57,0,19,24,64
26,19,10,59,0,15,20,63
26,19,15,59,0,17,21,66
26,19,20,63,0,14,21,71
26,19,25,62,0,14,20,70
26,19,30,64,0,14,21,73
26,19,35,65,0,14,26,74
26,19,40,66,0,12,28,82
26,19,45,65,0,10,24,81
26,19,50,66,0,10,22,84
26,19,55,68,0,9,21,88
26,20,0,66,0,5,20,86
26,20,5,65,0,3,21,82
26,20,10,62,0,3,21,82
26,20,15,60,0,3,21,87
26,20,20,55,0,3,19,84
26,20,25,55,0,3,19,87
26,20,30,54,0,3,19,91
26,20,35,53,0,3,19,93
26,20,40,53,0,3,16,91
26,20,45,49,0,3,17,84
26,20,50,46,0,3,8,85
26,20,55,37,0,3,7,85
26,21,0,32,0,3,7,84
26,21,5,28,0,3,6,82
26,21,10,27,0,3,6,83
26,21,15,21,0,3,6,83
26,21,20,5,0,3,6,87
26,21,25,5,0,3,6,86
26,21,30,5,0,3,6,83
26,21,35,5,0,3,6,83
26,21,40,5,0,3,6,79
26,21,45,5,0,3,6,76
26,21,50,5,0,3,6,73
26,21,55,5,0,3,6,60
26,22,0,5,0,3,6,50
27,7,0,0,0,0,0,1
27,7,5,0,0,0,0,5
27,7,10,0,0,0,0,8
27,7,15,0,0,0,0,9
27,7,20,0,0,0,0,9
27,7,25,0,0,0,0,11
27,7,30,0,0,0,0,14
27,7,35,4,0,0,0,15
27,7,40,4,0,0,0,18
27,7,45,5,0,0,0,20
27,7,50,5,0,0,0,21
27,7,55,6,0,0,0,22
27,8,0,6,0,0,0,23
27,8,5,6,0,0,0,22
27,8,10,6,0,0,0,26
27,8,15,7,0,0,0,26
27,8,20,8,0,0,0,25
27,8,25,7,0,0,0,27
27,8,30,7,0,0,0,23
27,8,35,7,0,0,0,20
27,8,40,7,0,0,0,22
27,8,45,7,0,0,0,21
27,8,50,6,0,0,0,23
27,8,55,4,0,0,0,24
27,9,0,3,0,0,0,25
27,9,5,3,1,0,0,25
27,9,10,2,1,0,2,25
27,9,15,3,1,0,4,24
27,9,20,3,1,0,4,26
27,9,25,3,1,0,4,27
27,9,30,5,1,0,4,25
27,9,35,5,1,0,4,25
27,9,40,5,1,0,4,24
27,9,45,5,1,0,4,23
27,9,50,5,1,0,4,23
27,9,55,6,1,0,5,26
27,10,0,7,1,0,7,26
27,10,5,7,1,0,8,24
27,10,10,8,1,0,8,27
27,10,15,9,1,0,9,29
27,10,20,9,1,0,10,29
27,10,25,11,1,0,10,32
27,10,30,11,1,0,11,31
27,10,35,12,1,0,11,31
27,10,40,12,1,0,11,35
27,10,45,11,1,0,9,33
27,10,50,11,1,0,10,35
27,10,55,11,1,0,10,34
27,11,0,13,1,0,7,36
27,11,5,13,1,1,7,36
27,11,10,14,1,2,6,41
27,11,15,14,1,7,7,43
27,11,20,15,1,7,7,47
27,11,25,15,1,8,7,50
27,11,30,16,1,8,7,51
27,11,35,14,1,11,6,50
27,11,40,14,1,11,6,51
27,11,45,12,1,13,9,48
27,11,50,12,1,15,9,47
27,11,55,10,1,15,8,44
27,12,0,9,1,14,8,44
27,12,5,9,1,15,9,44
27,12,10,10,1,16,7,46
27,12,15,10,1,16,7,45
27,12,20,10,1,15,7,43
27,12,25,11,1,13,7,42
27,12,30,11,1,10,7,42
27,12,35,11,1,9,7,39
27,12,40,13,1,6,6,34
27,12,45,13,1,6,8,33
27,12,50,12,1,6,8,35
27,12,55,13,1,5,5,36
27,13,0,13,1,7,6,37
27,13,5,13,1,8,7,36
27,13,10,10,1,7,6,37
27,13,15,10,1,7,7,34
27,13,20,10,1,8,9,36
27,13,25,11,1,9,11,35
27,13,30,10,1,12,10,35
27,13,35,10,1,12,9,37
27,13,40,10,1,11,10,35
27,13,45,10,1,10,11,35
27,13,50,11,1,10,11,34
27,13,55,10,1,7,10,37
27,14,0,9,1,7,9,35
27,14,5,10,1,8,7,35
27,14,10,12,1,8,7,34
27,14,15,11,1,8,7,34
27,14,20,11,1,8,7,36
27,14,25,11,1,7,7,35
27,14,30,11,1,6,5,35
27,14,35,11,1,5,5,38
27,14,40,11,1,6,5,36
27,14,45,11,1,6,4,38
27,14,50,12,1,3,3,42
27,14,55,11,1,3,2,43
27,15,0,12,1,4,2,46
27,15,5,18,1,5,2,47
27,15,10,18,1,5,2,50
27,15,15,22,1,5,2,52
27,15,20,25,1,7,6,54
27,15,25,25,1,9,7,56
27,15,30,26,1,15,7,58
27,15,35,27,1,12,10,60
27,15,40,28,1,12,10,58
27,15,45,29,1,14,11,58
27,15,50,29,1,14,12,58
27,15,55,30,1,14,12,56
27,16,0,31,1,17,12,57
27,16,5,31,1,16,11,55
27,16,10,32,1,17,10,57
27,16,15,34,1,18,9,59
27,16,20,36,1,15,10,59
27,16,25,35,1,15,11,59
27,16,30,36,1,17,11,61
27,16,35,39,1,15,12,57
27,16,40,41,1,15,12,57
27,16,45,42,1,14,11,58
27,16,50,47,1,14,11,56
27,16,55,47,1,16,14,55
27,17,0,42,1,19,13,56
27,17,5,47,1,19,13,58
27,17,10,47,1,19,13,59
27,17,15,46,1,19,12,58
27,17,20,42,1,15,11,58
27,17,25,42,1,16,11,65
27,17,30,43,1,21,14,67
27,17,35,47,1,22,16,68
27,17,40,44,1,20,17,66
27,17,45,42,1,21,15,68
27,17,50,47,1,18,16,68
27,17,55,47,1,18,15,67
27,18,0,46,1,18,16,67
27,18,5,51,1,16,16,69
27,18,10,55,1,16,15,72
27,18,15,57,1,15,17,68
27,18,20,61,2,15,18,64
27,18,25,64,2,15,18,71
27,18,30,62,2,13,17,73
27,18,35,59,2,13,17,74
27,18,40,53,2,13,17,79
27,18,45,53,2,9,17,81
27,18,50,52,2,8,17,83
27,18,55,53,2,10,18,84
27,19,0,48,2,7,18,84
27,19,5,48,2,6,18,87
27,19,10,48,2,7,21,87
27,19,15,47,2,5,19,87
27,19,20,47,2,5,20,84
27,19,25,44,2,6,21,82
27,19,30,46,2,6,19,84
27,19,35,39,2,5,18,83
27,19,40,38,2,4,15,88
27,19,45,37,2,4,15,83
27,19,50,33,2,4,13,85
27,19,55,33,2,4,13,82
27,20,0,37,2,2,12,80
27,20,5,33,2,0,12,78
27,20,10,33,2,0,11,79
27,20,15,31,2,0,11,83
27,20,20,31,2,0,12,87
27,20,25,31,2,0,12,84
27,20,30,34,2,0,13,81
27,20,35,31,2,0,12,81
27,20,40,31,2,0,11,84
27,20,45,31,2,0,11,80
27,20,50,29,2,0,9,78
27,20,55,26,2,0,7,76
27,21,0,22,2,0,4,78
27,21,5,13,2,0,4,71
27,21,10,11,2,0,4,69
27,21,15,10,2,0,4,70
27,21,20,10,2,0,4,69
27,21,25,10,2,0,4,70
27,21,30,10,2,0,4,67
27,21,35,10,2,0,4,67
27,21,40,10,2,0,4,63
27,21,45,10,2,0,4,60
27,21,50,10,2,0,4,58
27,21,55,10,2,0,4,54
27,22,0,10,2,0,4,51
28,7,0,0,0,0,0,0
28,7,5,0,0,0,0,4
28,7,10,0,0,0,0,6
28,7,15,0,0,0,0,6
28,7,20,0,0,0,0,9
28,7,25,0,0,0,0,11
28,7,30,0,0,0,0,12
28,7,35,0,0,0,0,12
28,7,40,0,0,0,0,12
28,7,45,0,0,0,0,12
28,7,50,0,0,0,0,12
28,7,55,0,0,0,0,12
28,8,0,0,0,0,0,14
28,8,5,0,0,0,0,15
28,8,10,0,0,0,0,16
28,8,15,0,0,0,0,18
28,8,20,0,0,0,0,18
28,8,25,0,0,0,0,18
28,8,30,0,0,0,0,19
28,8,35,0,0,0,0,19
28,8,40,0,0,0,0,21
28,8,45,0,0,0,0,20
28,8,50,0,0,0,0,19
28,8,55,1,0,0,0,15
28,9,0,8,0,0,0,17
28,9,5,9,0,0,1,17
28,9,10,13,0,0,2,17
28,9,15,17,0,0,3,17
28,9,20,18,0,0,4,18
28,9,25,20,0,0,4,21
28,9,30,24,0,0,4,19
28,9,35,25,0,0,4,19
28,9,40,24,0,0,5,17
28,9,45,25,0,0,7,18
28,9,50,24,0,0,7,18
28,9,55,25,0,0,7,19
28,10,0,26,0,0,7,20
28,10,5,25,0,0,6,21
28,10,10,26,0,0,4,24
28,10,15,26,0,0,4,24
28,10,20,26,0,0,4,26
28,10,25,25,0,0,4,28
28,10,30,26,0,0,4,25
28,10,35,24,0,0,4,30
28,10,40,22,0,0,4,30
28,10,45,21,0,0,4,29
28,10,50,21,0,0,4,31
28,10,55,18,0,0,4,31
28,11,0,18,0,0,5,30
28,11,5,19,0,0,5,31
28,11,10,19,0,0,6,30
28,11,15,18,0,0,7,31
28,11,20,17,0,0,7,34
28,11,25,17,0,0,5,39
28,11,30,14,0,0,5,38
28,11,35,14,0,0,5,37
28,11,40,12,0,0,3,37
28,11,45,12,0,0,4,34
28,11,50,10,0,0,4,34
28,11,55,5,0,0,4,31
28,12,0,4,0,0,3,31
28,12,5,3,0,0,1,31
28,12,10,3,0,0,1,31
28,12,15,3,0,0,2,31
28,12,20,3,0,0,2,38
28,12,25,3,0,0,2,39
28,12,30,3,0,0,2,37
28,12,35,2,0,0,1,37
28,12,40,3,0,0,1,38
28,12,45,3,0,0,1,41
28,12,50,4,0,0,1,41
28,12,55,3,0,0,1,43
28,13,0,3,0,0,2,46
28,13,5,2,0,0,2,45
28,13,10,2,0,0,2,45
28,13,15,2,0,0,3,46
28,13,20,5,0,0,3,44
28,13,25,8,0,0,5,46
28,13,30,12,0,0,7,48
28,13,35,13,0,0,12,48
28,13,40,13,0,0,12,50
28,13,45,13,0,0,13,47
28,13,50,13,0,0,15,48
28,13,55,14,0,0,15,47
28,14,0,14,0,0,15,48
28,14,5,14,0,0,15,50
28,14,10,15,0,0,13,50
28,14,15,15,0,0,13,49
28,14,20,17,0,0,15,51
28,14,25,20,0,0,14,52
28,14,30,21,0,0,13,51
28,14,35,18,0,0,12,54
28,14,40,18,0,0,11,51
28,14,45,19,0,0,11,51
28,14,50,18,0,0,11,52
28,14,55,18,0,0,13,53
28,15,0,19,0,0,13,53
28,15,5,19,0,0,4,52
28,15,10,20,0,0,3,55
28,15,15,22,0,0,2,54
28,15,20,20,0,0,4,54
28,15,25,19,0,0,4,51
28,15,30,19,0,0,4,52
28,15,35,21,0,0,5,55
28,15,40,21,0,0,5,59
28,15,45,23,0,0,7,59
28,15,50,23,0,0,8,60
28,15,55,23,0,0,9,60
28,16,0,23,0,0,10,63
28,16,5,22,0,0,10,62
28,16,10,27,0,0,9,66
28,16,15,35,0,0,11,68
28,16,20,39,0,0,12,67
28,16,25,37,0,0,13,66
28,16,30,36,0,0,15,65
28,16,35,37,0,0,16,63
28,16,40,35,0,0,14,62
28,16,45,35,0,0,13,61
28,16,50,36,0,0,13,64
28,16,55,35,0,0,15,68
28,17,0,35,0,0,14,68
28,17,5,34,0,0,15,66
28,17,10,29,0,0,15,68
28,17,15,28,0,0,15,68
28,17,20,34,0,0,14,70
28,17,25,37,0,0,17,70
28,17,30,39,0,0,18,72
28,17,35,44,0,0,17,73
28,17,40,47,0,0,16,72
28,17,45,50,0,0,19,72
28,17,50,52,0,0,17,69
28,17,55,53,0,0,16,69
28,18,0,55,0,0,15,70
28,18,5,57,0,0,14,67
28,18,10,55,0,0,15,74
28,18,15,54,0,0,14,72
28,18,20,50,0,0,14,75
28,18,25,49,0,0,13,72
28,18,30,47,0,0,13,74
28,18,35,47,0,0,12,72
28,18,40,46,0,0,12,79
28,18,45,44,0,0,13,78
28,18,50,41,0,0,12,79
28,18,55,36,0,0,7,78
28,19,0,29,0,0,5,74
28,19,5,20,0,0,2,74
28,19,10,18,0,0,2,74
28,19,15,12,0,0,2,74
28,19,20,6,0,0,2,72
28,19,25,6,0,0,2,73
28,19,30,6,0,0,2,69
28,19,35,6,0,0,2,65
28,19,40,6,0,0,2,65
28,19,45,6,0,0,2,67
28,19,50,6,0,0,2,70
28,19,55,6,0,0,2,67
28,20,0,6,0,0,2,64
28,20,5,6,0,0,2,62
28,20,10,6,0,0,2,61
28,20,15,6,0,0,2,63
28,20,20,6,0,0,2,67
28,20,25,6,0,0,2,69
28,20,30,6,0,0,2,68
28,20,35,6,0,0,2,66
28,20,40,6,0,0,2,65
28,20,45,6,0,0,2,65
28,20,50,6,0,0,2,70
28,20,55,6,0,0,2,75
28,21,0,6,0,0,2,77
28,21,5,6,0,0,2,80
28,21,10,6,0,0,2,78
28,21,15,6,0,0,2,78
28,21,20,6,0,0,2,77
28,21,25,6,0,0,2,75
28,21,30,6,0,0,2,73
28,21,35,6,0,0,2,71
28,21,40,6,0,0,2,71
28,21,45,6,0,0,2,70
28,21,50,6,0,0,2,69
28,21,55,6,0,0,2,65
28,22,0,6,0,0,2,56
29,7,0,0,0,0,0,0
29,7,5,0,0,0,0,2
29,7,10,0,0,0,0,2
29,7,15,0,0,0,0,2
29,7,20,0,0,0,0,2
29,7,25,0,0,0,0,4
29,7,30,0,0,0,0,6
29,7,35,0,0,0,0,6
29,7,40,0,0,0,0,7
29,7,45,0,0,0,0,8
29,7,50,0,0,0,0,9
29,7,55,0,0,0,0,10
29,8,0,0,0,0,0,11
29,8,5,0,0,0,0,12
29,8,10,0,0,0,0,12
29,8,15,0,0,0,0,12
29,8,20,0,0,0,0,13
29,8,25,0,0,0,0,14
29,8,30,0,0,0,0,14
29,8,35,0,0,0,0,17
29,8,40,0,0,0,0,15
29,8,45,0,0,0,0,16
29,8,50,0,0,0,0,15
29,8,55,0,0,0,0,14
29,9,0,0,0,0,0,13
29,9,5,1,0,0,0,14
29,9,10,1,0,0,0,15
29,9,15,1,0,0,0,17
29,9,20,1,0,0,0,18
29,9,25,1,0,0,1,18
29,9,30,1,0,0,1,23
29,9,35,3,0,0,1,24
29,9,40,3,0,0,1,23
29,9,45,3,0,0,1,23
29,9,50,3,0,0,2,24
29,9,55,2,0,0,2,24
29,10,0,2,0,0,2,23
29,10,5,2,0,0,1,24
29,10,10,2,0,0,1,22
29,10,15,3,0,0,1,22
29,10,20,3,0,0,1,24
29,10,25,4,0,0,1,23
29,10,30,4,0,0,1,23
29,10,35,5,0,0,1,24
29,10,40,6,0,0,2,22
29,10,45,7,0,0,3,22
29,10,50,7,0,0,3,23
29,10,55,7,0,0,4,23
29,11,0,7,0,0,4,20
29,11,5,7,0,0,4,15
29,11,10,8,0,0,2,17
29,11,15,8,0,0,2,18
29,11,20,7,0,0,3,19
29,11,25,7,0,0,5,20
29,11,30,7,0,0,6,23
29,11,35,7,0,0,6,21
29,11,40,7,0,0,5,21
29,11,45,7,0,0,5,23
29,11,50,6,0,0,5,23
29,11,55,5,0,0,4,23
29,12,0,5,0,0,4,24
29,12,5,5,0,0,5,26
29,12,10,5,0,0,5,24
29,12,15,1,0,0,5,24
29,12,20,1,0,0,4,21
29,12,25,0,0,0,4,23
29,12,30,0,0,0,2,23
29,12,35,1,0,0,1,22
29,12,40,1,0,0,1,18
29,12,45,2,0,0,0,20
29,12,50,2,0,0,1,18
29,12,55,2,0,0,3,17
29,13,0,3,0,0,3,18
29,13,5,3,0,0,3,19
29,13,10,3,0,0,3,19
29,13,15,4,0,0,3,22
29,13,20,4,0,0,3,19
29,13,25,4,0,0,3,19
29,13,30,3,0,0,4,18
29,13,35,3,0,0,4,20
29,13,40,3,0,0,5,19
29,13,45,3,0,0,5,18
29,13,50,2,0,0,7,20
29,13,55,2,0,0,7,20
29,14,0,3,0,0,7,21
29,14,5,3,0,0,8,20
29,14,10,5,0,0,8,19
29,14,15,6,0,0,7,18
29,14,20,9,0,0,7,18
29,14,25,8,0,0,6,20
29,14,30,8,0,0,5,18
29,14,35,9,0,0,4,16
29,14,40,9,0,0,3,17
29,14,45,12,0,0,4,22
29,14,50,13,0,0,4,25
29,14,55,15,0,0,4,26
29,15,0,14,0,0,4,25
29,15,5,14,0,0,6,28
29,15,10,14,0,0,6,29
29,15,15,14,0,0,6,28
29,15,20,16,0,0,7,28
29,15,25,15,0,0,8,27
29,15,30,14,0,0,10,28
29,15,35,15,0,0,10,31
29,15,40,10,0,0,10,29
29,15,45,14,0,0,12,33
29,15,50,15,0,0,11,30
29,15,55,18,1,0,9,31
29,16,0,20,1,0,8,31
29,16,5,20,1,0,8,37
29,16,10,23,1,0,8,38
29,16,15,24,1,0,9,36
29,16,20,24,1,0,10,37
29,16,25,23,1,0,10,38
29,16,30,22,1,0,10,40
29,16,35,22,1,0,9,40
29,16,40,23,1,0,9,41
29,16,45,36,1,0,9,44
29,16,50,43,1,0,11,46
29,16,55,43,1,0,11,48
29,17,0,42,1,0,13,53
29,17,5,43,1,0,13,55
29,17,10,47,1,0,13,56
29,17,15,47,1,0,13,61
29,17,20,49,1,0,14,56
29,17,25,51,1,0,14,54
29,17,30,55,1,0,13,51
29,17,35,54,1,0,13,51
29,17,40,57,1,0,14,49
29,17,45,57,1,0,16,49
29,17,50,56,1,0,17,44
29,17,55,55,1,0,17,46
29,18,0,53,1,0,18,47
29,18,5,55,1,0,13,45
29,18,10,51,1,0,12,44
29,18,15,45,1,0,12,42
29,18,20,42,1,0,12,39
29,18,25,40,1,0,8,40
29,18,30,33,1,0,5,41
29,18,35,30,1,0,5,39
29,18,40,20,1,0,4,40
29,18,45,17,1,0,5,39
29,18,50,16,1,0,4,43
29,18,55,13,1,0,4,42
29,19,0,11,1,0,2,46
29,19,5,10,1,0,1,46
29,19,10,10,1,0,1,48
29,19,15,10,1,0,1,46
29,19,20,10,1,0,1,46
29,19,25,10,1,0,1,45
29,19,30,10,1,0,1,43
29,19,35,10,1,0,1,47
29,19,40,10,1,0,1,48
29,19,45,10,1,0,1,45
29,19,50,10,1,0,1,43
29,19,55,10,1,0,1,42
29,20,0,10,1,0,1,41
29,20,5,10,1,0,1,43
29,20,10,10,1,0,1,45
29,20,15,10,1,0,1,46
29,20,20,10,1,0,1,46
29,20,25,10,1,0,1,48
29,20,30,10,1,0,1,51
29,20,35,10,1,0,1,47
29,20,40,10,1,0,1,47
29,20,45,10,1,0,1,49
29,20,50,10,1,0,1,56
29,20,55,10,1,0,1,58
29,21,0,10,1,0,1,58
29,21,5,10,1,0,1,55
29,21,10,10,1,0,1,50
29,21,15,10,1,0,1,50
29,21,20,10,1,0,1,50
29,21,25,10,1,0,1,46
29,21,30,10,1,0,1,45
29,21,35,10,1,0,1,44
29,21,40,10,1,0,1,42
29,21,45,10,1,0,1,39
29,21,50,10,1,0,1,38
29,21,55,10,1,0,1,36
29,22,0,10,1,0,1,25
29,23,0,10,1,0,1,25
30,7,0,0,0,0,0,1
30,7,5,0,0,0,0,11
30,7,10,0,0,0,0,13
30,7,15,0,0,0,0,15
30,7,20,0,0,0,0,17
30,7,25,0,0,0,0,17
30,7,30,1,0,0,0,18
30,7,35,3,0,0,0,18
30,7,40,3,0,0,0,21
30,7,45,3,0,0,0,22
30,7,50,4,0,0,0,22
30,7,55,5,0,0,0,24
30,8,0,5,0,0,0,23
30,8,5,6,0,0,0,22
30,8,10,6,0,0,0,23
30,8,15,8,0,0,0,27
30,8,20,9,0,0,0,25
30,8,25,9,0,0,0,25
30,8,30,7,0,0,0,30
30,8,35,7,0,0,0,29
30,8,40,8,0,0,0,29
